Year,Wine ID,User Rating,Note,CreatedAt,Winery,Wine,Rating,num_review
2018,1151644,4.0,"So nice for the price,  taste so god barrels from the wood.",2020-07-25T18:40:34.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Oaky, vanilla and crazy velvety with a strong pepper feel! Great bottle!",2020-09-10T19:10:37.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Crisp and fresh. Apples. Yum. ,2017-10-23T20:03:51.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Beautiful hints of licorice and oak. Minimal tannin making this an easy to drink wine ,2019-11-22T23:42:59.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Muito bom corte de Touriga Nacional, Tinta Roriz e Touriga Franca, de bom corpo, cor rubi escuro, aroma delicioso de frutas negras e alcaçuz, taninos macios e acidez adequada.",2019-11-03T14:30:30.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Excelente. Pena que esperdicei meia garrafa. Dois dias depois de aberto, está muuuuito melhor! Vale cada centavo com... sei lá... duas horas no decanter? Vale muito à pena!!!",2020-11-04T03:26:14.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,"The Douro in a bottle... Rich plum and licorice flavours, hints of oak, vanilla and chocolate. Medium body, medium tannins. Very well made",2021-03-12T18:57:38.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"👁 Vermelho intenso
👃 Vibrante, frutas silvestres, notas de ameixas, cereja, baunilha e tostados. 
👅 Encorpado, fresco, frutado. Aerado, se mostrou com final longo e bem agradável... 
",2021-05-21T23:14:21.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Dark intense wine with spices, black fruits, dark chocolate, warm earth, high smooth tannins, complexity and a long finale.",2020-01-19T18:51:37.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,3.5,"Provino 2019 
Touroga nacional touriga franca e tinta Roriz. 
Corte tradicional num conjunto leve, fácil de gostar, mas com o DNA inconfundível do Douro ",2019-12-30T08:09:03.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,Very easy to drink. Great value. ,2022-04-07T19:24:45.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"APPEARANCE
I: medium
C: ruby
 
NOSE
I: pronounced
Aromas: Pri (violet, red cherry, black plum, black cherry, black pepper, liquorice, eucalyptus, blackberry) Sec (cedar, chocolate, nutmeg, toast, smoke) Ter (prune, fig, leather)
Development: developing

PALATE
Sweetness: dry
Alcohol: high
Tannins: medium+
Acidity: medium+
Body: full
Intensity: pronounced
Finish: long
Flavours: same as nose
 
CONCLUSION
B: y
L: y
I: y
C: n
Q: very good
R: can drink now, but has potential for further ageing",2022-01-22T17:55:17.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,3.5,"100% Touriga Nacional. Grosse puissance. Fruits noirs, pruneau, cacao, réglisse. Besoin d’aération pour délivrer un peu plus de nuances. Bien fait mais plutôt un vin d’hiver !",2022-06-20T07:14:39.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Fruits and flowers, violet, strawberries,,raspberries. A touch of sweet spicies. Very soft. A no sulfites wine but 14.5% alcohol. Very very equilibrated",2018-08-11T21:40:41.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.2,"Excelente branco do Douro. Muito estruturado suave, tanico e seco com notas de carvalho muito presentes e ameixa. Longo e muito agradável no palato.  ",2022-08-04T18:39:52.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"a great wine, it is so juicy and smooth with dark fruit aromas . I like the saying of "" keep CARM and drink this great wine "" it goes even very well with Octopus",2018-10-18T19:08:36.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Muito bom este Douro.🍷

Começo Amadeirado e prolongamentos de Especiarias e na boca Complexo de Taninos acentuados.

Terminação licorosa e de Frutos vermelhos ",2020-06-04T18:16:50.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,"Reserva ótima, seus 18 meses no barril dão tons de madeira maravilhosos. ",2020-11-07T21:24:03.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,"Nesta gama de preço, e dos que mais recomendo.",2020-09-13T14:40:31.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,"Muito suave. Acompanha bem pratos elaborados no forno.
",2020-11-06T21:01:25.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.1,Excelente repetição da Família Roboredo ,2022-07-19T22:08:02.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Carm
Douro Tinto 

👀  Rubinrot
👃🏻  rote Steinfrucht 
👄  Brombeeren, Pflaume, Holz, Vanille 
Mittlerer Abgang 
14,0 % Vol.
🍾🍾🍾🍾🍀",2022-04-28T19:44:32.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,2.0,Bom preço frutado,2021-06-26T12:19:21.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,"Sempre bom, madeira e final muito interessante.",2021-06-20T09:45:49.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Um bom vinho, equilibrado e macio",2014-11-15T09:34:45.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Está muito agradável esta colheita de 2017. Blend de 2 Tintas e 2 Tourigas com envolvencia, especiarias e ameixa. Final médio longo ",2020-11-20T22:00:34.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,excelente branco! Bem marcante. Suave e com presença. ,2018-10-28T01:16:48.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Hilloinen, kirsikkainen, kukkainen, mausteinen",2022-09-09T07:09:15.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Um bom vinho com um travo a baunilha no final ,2013-07-20T22:25:14.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,Cereza. Con cuerpo y a la vez suave. Apto para todos los paladares,2022-05-25T11:47:09.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,1.0,Niet zo lekker,2019-06-01T20:01:05.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,3.9,"Cor ruby, aromas de fruta madura, na boca amora, compotas de fruta negra, acidez equilibrada. Final de boca médio. Vinho muito agradável.",2022-03-26T18:02:12.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,"Encorpado e muito bem estruturado 
Suave e macio ",2020-12-31T20:22:27.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,Grande branco família Reboredo estimem essas cepas velhinhas para podermos continuar a deliciarmo-nos com esta dádiva dos Deuses !!!obrigado 👏👏🙏🙏🙏🙏,2020-06-12T20:31:40.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.3,Acompanhou crepe de camarão e folhado de pato,2022-07-02T09:37:28.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Nez expressif sur des notes de bois et fruits noirs

Bouche plus fraîche mais arômes tertiaires tjs marqués 

 oak licorice vanilla chocolate ",2020-10-08T11:17:52.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"👀 dark purple color
👃🏻 plum note with a mint licorice undertone and a bit of wet slate as well
👅 Nice complexity to this dry wine, high tannin, acidity and body. It’s quite robust, so be sure to pair this wine with red meats  or a slow cooked stew",2019-03-04T20:00:17.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Light yellow color. 
Citrus, apricot, peach and pineapple on the nose. 
Citrus, oak, peach, pineapple and lime on the palate. Fruity and fresh wine. Very good tasty wine. Tasted 04.09.15 in Lisbon Portugal 🇵🇹 ",2021-06-22T17:12:50.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Carm Reserva Douro Tinto 2015
Uvas: Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Francisca. 14,0% vol.
Douro Superior - Portugal 🇵🇹 
Photo By Mi Taraborelli - Brasil 🇧🇷 
Degustado em: Março 2022
Cor rubi profunda, quase negra. 
18 meses em barricas de carvalho francesas e americanas. Aroma de frutas vermelhas silvestres, groselha, madeira, chocolate.Na boca é fresco, frutado, taninos maduros, com uma boa acidez e persistência.Belo Douro, quarta prova, oito meses depois, mantenho 4.0🍷",2022-03-24T11:42:18.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"3,9✨
De color granate con ribete rubí. En nariz mediana intensidad, aromas de frutos rojos muy maduros, violetas, lilas, regaliz, ligeras notas de chocolate y de madera. En boca es sabroso, con buen equilibrio y muy goloso, taninos dulces, retronasal a frutos rojos maduros y flores, final con persistencia ",2019-09-07T18:40:28.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Nice light wine for warm summer days. Slightly acidic, low tannins. Smell of red and dark berries, strawberry and some hints of chocolate and violet. Aroma of green pepper and raspberry. Pairs well with red fish dishes, potatoes and white meat. Avoid sugary dishes doesn't pair well.",2017-05-25T15:54:59.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,"Provei durante o evento “ vinhos de Portugal “. Excelente , mineralidade com frescor ",2022-08-24T21:14:52.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Goood god vine 👍👍,2019-09-17T13:15:52.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Belo vinho do douro com características típicas das castas touriga nacional e franca. Cor violeta muito intensa, corpo médio a encorpado, macio, aroma de frutas negras.",2020-12-23T00:02:30.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Mooie Portugese wijn blend vantinta roriz, touriga franca, touriga nacional. Mooi in balans, fruit, hout, kruiden evenwichtig aanwezig. Wss half sterretje extra omdat  het een cadeau van de dochter is na bezoek aan Porto 😊👍🍷",2020-02-25T23:23:55.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Notas iniciais de cerejas e cassis. Vermelho escuro, corpo intenso. Madeiras, nozes e amêndoas. Taninos equilibrados. Muito bom para acompanhar pratos com bacalhau ou carnes vermelhas. Bom custo benefício.",2019-11-22T17:44:47.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Achei esse Vinho excelente !! Tinto do Douro. Vermelho rubi bem escuro com reflexos violáceos. Aroma de ameixa, caramelo e amadeirado. Na Boca quente, encorpado, seco, tânico, persistente. Achei uma grande surpresa aqui !! Gostei bastante, pois é meu estilo de vinho🍷. Servido 17 graus Celsius",2020-06-24T22:56:34.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Nova experiência,  agora deixei 45 min respirando. Um baita vinho, rubi opaco em taça, aroma intenso,  com frutas vermelhas, baunilha e pimenta preta,  que abre deliciosamente o paladar, robusto, quente, madeira bem integrada com baixa influência álcool.  Muito equilibrado, corpo denso, taninos volumosos,  com ótimo e longo final. Saboroso.",2020-05-15T23:01:57.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Aromas de ameixas, amoras, carvalho e café, alcaçuz com tostados e um toque terroso. No paladar é seco, frutado e levemente amadeirado, com taninos firmes, corpo médio, média-alta acidez, boa persistência e uma ótima relação preço / qualidade!",2020-03-07T23:55:35.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Nota 3.8. Muito bom vinho. No nariz alguma complexidade com muitas notas de frutos vermelhos e pretos, chocolate, fumo, couro e notas licorosas. Boa estrutura na boca com interessante equilíbrio entre corpo médio, acidez moderada, e taninos presentes mas domesticados. Final intenso. Dá muito prazer a beber. ",2020-04-26T22:38:12.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Im Glas sehr dicht Rubinrot mit Violetten Reflexen. In der Nase Leder mit viel Tabak aber auch Cassis.
Im Gaumen viel Tabak und schwarze Kirschen zum Auftakt. Hinzu kommt Leder und Cassis. Die Tannine sind weich und die Säure harmonisch. Der Abgang ist lange und fruchtig mit viel langanhaltendem Vanille. ",2019-08-23T19:14:20.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Um Douro DOC tinto com suaves aromas frutados e uma cremosidade fresca no palato.
Os sabores a fruta, madeira (pouca) e especiarias são sóbrios e contidos. Nota-se uma quase adstringencia e um sabor tostado e quase doce que o caracteriza.",2019-12-11T13:47:14.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"3.8*. Mais um vinho português muito bom, onde que o destaque vai para o excelente custo x benefício.

Um vinho redondo e equilibrado com taninos firmes e macios, corpo médio, álcool bem integrado e acidez média. ",2020-04-10T15:39:38.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"RWFF 2019, evento Harmonização: EXCELENTE blend composto pelas castas Touriga (Nacional e Franca) e Tinta Roriz com envelhecimento durante 18 meses em barricas de carvalho 🇫🇷 (70%) e o restante 🇺🇸 ➕ 8 meses de afinamento em garrafa, equilibrado, agradável, balanceado, estruturado, concentrado e com boa terminação no palato!
Fomos de picanha grelhada ao molho chimichurri!
Um tinto seco, com corpo e acidez médios, taninos finos e textura sedosa!
Avaliação: 4,0 nele sem dó nem cerimônias!",2019-08-07T23:22:14.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Corte de Touriga Nacional, Tinta Roriz e Touriga Franca com oito meses de estágio em barricas de carvalho francesa e americana. Um equilíbrio fino entre a acidez e o tanino. Robusto em boca e longo. Framboesa, notas de ervas e tosta. ",2020-12-22T16:27:43.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Mais um belo Douro pra conta!
Frutas vermelhas e negras com corpo e acidez medianos e na medida.
Um vinho saboroso e fácil de beber que ainda deve crescer em garrafa.
Em 16.10.19 - Wine Tasting extra com as amigas Carmo (do vinho), Débora, Anazi e @[1|386254|Valéria Braga].
",2019-10-27T04:04:34.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Rubi escuro muito bonito. Segunda vez que degusto! Intenso, tânico e de acidez moderada. Aroma de frutas negras como ameixas , e também blueberries. Algo de tostado, canela e Carvalho. Mineralidade discreta. Muito agradável final de boca. Apreciei com queijos de maior picância e achei muito adequado.",2020-06-15T01:15:10.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Excelente! Fino, elegante, com taninos sedosos e boa presença de fruta na boca. Vinho bem redondo. Desce fácil. Retrogosto longo.",2018-06-18T23:53:04.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"(88/100) Sempre uma boa aposta em CARM reserva. Fruta vermelha Silvestre, boa barrica, alguma especiaria, boa acidez, um vinho muito bem feito. ",2017-11-26T22:11:40.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Deep ruby, highly intense with prune, kirsch, sweet tobacco and pepper. Big and bold and will keep benefiting from aging for the next 2 years.",2016-07-06T08:44:57.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"4,2
Douro encorpado e com bastante tanino
Acidez adquada
Fruta negra presente
Seco
Algo picante
Retrogosto persistente frutado",2019-04-04T01:57:56.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Esse português do douro mereceu meu 4. Presença de Carvalho. Presença em boca de Carvalho com maciez e notas de frutas negras. ,2018-09-02T02:22:15.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.6,Normal combination of grape varieties of douro touriga nacional touriga França tinta roriz and a surprising cast of Tinta francisca that turns this combination in a fantastic and splendid wine ,2022-03-05T23:20:06.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Really enjoying this above expectations surprise. Mellow, warm, with balance of fruit and pepper tones ",2020-09-27T18:13:08.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Dark and dirty. Very short and a bit spicy ,2018-07-25T17:12:25.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Very nice red Douro! ,2018-07-27T22:43:12.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Took it easy on the weekend so all I had was the nice Portuguese refreshing wine to celebrate the hot days ahead ,2019-06-04T20:54:11.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Excellent red blend. Had it in a traditional Portuguese restaurant at Lisboa. Quite nice! 5euros a glass ,2022-02-09T13:15:45.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Fruity and smooth. Drank at 14•C. Good tannins red color god acidity ,2020-05-09T20:30:46.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Complex well structured wine from a traditional winery of Douro 
Full mature,fresh and impressive ",2019-03-20T23:13:30.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Fresh, loads of raspberries with a medium, slightly dry finish. ",2019-05-18T13:08:11.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Rich & fruity - spicy, dark red ripe ‘sweet’ fruit, a little liquorice and vanilla hmmmmm ",2018-05-09T21:42:57.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Excellent value for money. Full body silky mouth red and black berries.
To discover and collect!",2019-05-18T14:52:52.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Full bodied, plum jam, black cherry",2019-06-11T20:55:52.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Ever so slightly oaked with nice pineapple fruits and satisfying finish
Saúde!",2019-02-08T10:07:14.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"A good balance of flavors that make a solid red wine. Grape, jam, leather and a bit of oak. Some vanilla. ",2021-01-09T17:57:24.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Intense aromas of ripe plum, floral notes and liquorice",2019-06-09T20:04:35.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Nice wine,2021-02-02T15:34:22.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Valeu cada centavo,2020-01-07T15:08:26.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,3.9*,2019-07-12T18:23:45.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Never disappoints ,2020-05-09T19:52:59.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"3,9*",2019-06-09T07:18:16.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Ótimo ,2020-03-28T22:54:24.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Muito bao sempre,2021-07-31T20:32:16.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Surpreendentemente 🍷🍷🍷,2020-08-15T18:42:50.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Muito bom! Recomendo.,2020-02-24T23:29:42.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Zware volle rode wijn die perfect past bij Pizza. ,2020-08-17T18:59:17.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Muito bom
",2021-07-15T00:18:36.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"3,8",2020-02-15T03:00:55.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,👌,2020-02-14T19:05:46.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,90,2019-11-20T20:59:49.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Acidez equilibrada. Frutas escuras como ameixa com carvalho.,2020-10-01T07:14:12.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Miro,2020-10-07T19:44:05.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"3,9/5",2021-04-18T17:06:09.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,: ),2021-08-14T21:31:37.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Crisp, clean, citrus ",2019-12-18T11:50:06.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Baunilha, canela, aveludado, final persistente. Belíssima espuma roxa escura.",2021-12-04T16:20:18.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,2014 much better ,2019-12-31T19:51:12.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Ótimo!,2019-10-31T00:46:01.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Top,2019-11-06T19:56:15.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Excelente!,2020-06-21T00:49:49.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,"Como sempre, perfeito!",2021-12-25T17:19:42.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Vermelho opaco, de grande intensidade encorpado, fresco, frutado com final muito longo. Estágio de 18 meses em barricas de Carvalho Francês e Americano.",2021-07-02T09:30:50.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,Mais uma bela surpresa. 🍷,2020-05-10T00:20:39.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Un Douro qui se boit facilement et plutôt agréable.
En bouche c’est fruité, vanille et tabac blond.
L’acidité est bien équilibrée, une cuvée que je recommande 👑🍇🇵🇹
",2021-07-25T15:20:19.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Que maravilha !
Vinho de cor violeta.
No nariz sobressai frutas pretas.
Na boca é complexo, amadeirado com acidez moderada.
Final de boca persistente e de qualidade.",2021-12-05T19:49:48.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,"Having had the Reserva with the turquoise label, we are very pleasantly surprised with this 2019 tinto.
Abundant red fruits on the nose. 
Cherry, green pepper and a finish of licorice ",2021-03-26T20:48:11.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"13 Mai 2016 - Casa - Pois,  é bom não é?  Os 10€ no Pingo Doce hão de querer dizer qualquer coisa. Muito bom, equilibrado,  suave e seco. Para repetir.",2016-05-13T19:32:28.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Aroma fresco e elegante, com notas de frutas silvestres e cerejas negras e discretas notas de madeira. Taninos firmes de textura suave e final muito persistente.",2018-07-03T03:14:57.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"(87/100) Cor tinta. No nariz floral e frutos vermelhos. Na boca com com alguma elegância. Leve, acidez qb. Final curto a médio. Um bom vinho, uma aposta segura. ",2018-02-27T15:00:11.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,Excelente. Degustado em evento promovido pelo sommelier Jardel Frank no restaurante DiBaco em 25/11/21.,2021-11-27T21:37:06.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Vinho equilibrado, suave e frutado! Coloração forte e pouco translúcido! Melhora muito após respirar.",2021-03-26T22:41:25.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Excelente rpq deste vinho. Este 2016 a melhorar em relação a versões anteriores, a fazer lembrar o 2012. Nota:16.5",2019-06-09T15:54:47.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"2016 getastet in 2020. Tiefes Purpur mit violetten Reflexen zum Rand. Pflaume, Blaubeeren, Schnittblumen. Voll und lang.",2020-08-10T18:13:28.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Tinta Francisca,Tinta Roriz, Touriga Franca e Touriga Nacional.
Frescura no nariz com notas de frutos pretos e cerejas pretas.
Na boca é muito concentrado, quente, polido. Final intenso e persistente.",2022-04-19T19:20:51.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.5,"Good organic wine from Portugal, rich in flavors, pleasant, 18 months in American oak barrels but still feeling young More years of aging will praise it.",2021-03-18T21:28:26.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"En kraftig, men charmerende 2015 med gode eiketoner som er godt integrert.. Denne smaker av hyllebær, bjørnebær, plumme, pepper, sjokolade, lakris, vanilje og eikefat. Lang utgang og godt med taniner.... ",2020-03-21T16:27:40.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Revisitando esse belo Douro. Muitas frutas negras. Não tem muita madeira, mas os taninos são bem suaves. Mesmo com 14% de álcool, não se nota. Muito boa persistência. Vale tranquilamente um 3,9! Cheers to all!🍷",2019-09-01T16:30:08.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Cor grená intensa. Nariz de frutas negras (cereja, amora preta) e um leve toque de Porto ou licorice, como descrito pelo produtor. Encorpado, taninos ainda bem presentes, talvez necessitando de mais um ano de guarda ou tempo no decanter. Potente, frutas negras maduras, chocolate, tabaco e especiarias no paladar. ",2019-03-07T23:16:36.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Douro Superior, 14*GL, Tinta Roriz, Touriga Franca, Nacional e outras castas da região, 18M carv, 70% fr. (barrica 250L) 30% am. (tina 500L)

Rubi violáceo, ótimas lágrimas. Aromas intensos de negras maduras, folhas secas, caixas de madeira de charutos, baunilha e especiarias. Em boca é seco, encorpado, equilibrado, muito estruturado, amora e ameixa, especiarias doces, leve picância, álcool ligeiro, acidez média, taninos aveludados, final persistente, retrogosto frutado e amêndoas.

LN-92

Estilo Douro top.",2019-12-16T19:36:45.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.4,"Ensimmäinen kerta, kun oikeita sanoja on vaikea löytää. Maa-aromeja, joista tulee mieleen käännetty pelto tai kumpare. Seuraavana sitrusta ja vihreää omenaa. Nautittu hummeri kaverina Katrin kanssa treffeillä Lissabonissa.",2022-09-05T22:52:00.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Great value. Drinking very well with a rich dark fruit nose and quite spicy and with a drier style in the palate showing good depth, nice balance although could perhaps be a bit fresher. I like the style and quality of wine making involved",2016-05-07T23:11:02.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Evento da Sociedade Brasileira de Sommeliers - SBSomm 

Confraria de Degustação, encontro 45 - 

Tema Douro X Duero - Bonelli 21/2/2019

Vinho de coloração Ruby com reflexo violáceo, de alta intensidade visual, lagrimas finas, límpido e brilhante.

De alta intensidade aromática, frutas negras e vermelhas, apresentando azeitona, alcaçuz, framboesa, groselha e carvalho.

Na boca um vinho de alta acidez, adstringência média, álcool equilibrado e encorpado.

Vinhão, um dos mais apreciados do painel.

Recomendo!",2019-02-23T14:16:09.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Evento World Wine Experience - Pizzaria 68 BH. Que delícia de vinho! É o meu estilo. Blend tinta roriz, touriga franca e touriga nacional, com 18 meses de passagem em carvalho (70% francês e 30% americano). Frutado, fresco, macio, taninos redondos e acidez na medida. Recomendo! ",2019-06-09T12:59:46.000Z,CARM,Douro Tinto 2018,4.1,1807
2018,1151644,4.0,"Apresenta uma cor ruby,  com aromas intenso com notas de frutos pretos e de  madeira.
Na boca é concentrado, com taninos firmes, boa textura,  acidez equilibrada, notas levemente tostadas, bom volume e com um final de boa persistência e frescura. ",2019-01-25T18:58:33.000Z,CARM,Douro Tinto 2018,4.1,1807
